 framenumber,eulers.phi, eulers.theta, eulers.psi, euler_rates.phi_dot, euler_rates.theta_dot, euler_rates.psi_dot, rates.X, rates.Y, rates.Z, accels.X, accels.Y, accels.Z,sin
1,0.17349,-0.0826371,0.203485,-0.0345992,0.00285581,0.0298465,-0.0321355,0.00794749,0.0288051,0.0950639,-0.00539517,1.0271,-0.015925863
2,0.173146,-0.0825744,0.203788,-0.0342364,0.00625265,0.0301402,-0.0317504,0.0113341,0.0285112,0.0937871,-0.0031241,1.02075,-0.031847686
3,0.172865,-0.082587,0.204077,-0.0281043,-0.00125598,0.028806,-0.025728,0.00370063,0.028496,0.0995353,0.00493415,0.996727,-0.04776143
4,0.172618,-0.0825587,0.204389,-0.0242485,0.00279424,0.0307024,-0.0217166,0.00800825,0.0296632,0.100971,-0.00628274,0.99908,-0.063663061
5,0.172386,-0.0825579,0.20469,-0.0232838,8.67E-05,0.0301793,-0.0207951,0.00524456,0.0296158,0.0981402,-0.00489301,1.01254,-0.079548543
6,0.172145,-0.0825778,0.204974,-0.0241788,-0.00198228,0.028454,-0.0218318,0.00290446,0.0282775,0.0928127,-0.00432402,1.01159,-0.095413848
7,0.171864,-0.0826078,0.205256,-0.0274858,-0.00293372,0.0276845,-0.0252014,0.00182793,0.0276853,0.0913258,-0.00887064,1.01504,-0.111254951
8,0.171543,-0.0825743,0.205523,-0.0323304,0.00338478,0.0269055,-0.0301112,0.00791231,0.0258425,0.104633,-0.00605951,1.02812,-0.127067834
9,0.171209,-0.0826028,0.205787,-0.0326325,-0.00277305,0.0257795,-0.0305055,0.00164468,0.0257885,0.0893184,-0.00220843,1.01793,-0.142848487
10,0.170893,-0.0826013,0.206048,-0.0317327,0.000156536,0.0261163,-0.0295779,0.00458052,0.0256215,0.0927786,-0.00277822,1.01462,-0.158592906
11,0.170587,-0.0824963,0.206334,-0.0306021,0.0105152,0.028714,-0.028236,0.0152205,0.0264159,0.100843,-0.00332925,1.01716,-0.174297098
12,0.170307,-0.08248,0.206601,-0.0280023,0.00163123,0.0266452,-0.0258071,0.00610823,0.025894,0.0958763,-0.00964709,1.00688,-0.18995708
13,0.170005,-0.082502,0.206879,-0.0299683,-0.00217922,0.0276211,-0.0276921,0.00250944,0.027499,0.0976249,-0.0174316,1.00846,-0.20556888
14,0.16965,-0.082475,0.20717,-0.0352002,0.00269269,0.0288634,-0.0328224,0.0075107,0.0278977,0.0940471,-0.0185433,1.02705,-0.221128537
15,0.169265,-0.0824245,0.207483,-0.038493,0.00505511,0.0312699,-0.0359185,0.0102327,0.0298668,0.0942182,-0.0233428,1.04103,-0.236632105
16,0.168891,-0.082391,0.207797,-0.0372589,0.00335028,0.031338,-0.0346798,0.00855233,0.0302241,0.0936659,-0.00795636,1.02865,-0.252075652
17,0.16854,-0.0822959,0.208136,-0.0349723,0.00946403,0.0336656,-0.0322048,0.014958,0.0314888,0.104106,-0.01186,1.01865,-0.26745526
18,0.168249,-0.0822909,0.208477,-0.0288879,0.00051444,0.0339383,-0.0260983,0.00617114,0.0332597,0.100106,-0.0105574,1.01678,-0.282767028
19,0.168023,-0.0823757,0.208822,-0.0224797,-0.00841972,0.0343438,-0.0196538,-0.00257717,0.0351534,0.0982655,-0.00754196,1.0037,-0.298007072
20,0.167791,-0.0823346,0.209196,-0.0228658,0.0040462,0.0367386,-0.0198443,0.0101041,0.0354242,0.0962818,-0.00926807,1.02535,-0.313171527
21,0.167537,-0.0822995,0.209548,-0.0255159,0.00353654,0.035375,-0.0226079,0.00936599,0.0341719,0.100855,-0.0107446,1.03484,-0.328256546
22,0.167241,-0.0823248,0.209892,-0.0295079,-0.00250529,0.0342349,-0.0266928,0.00320918,0.03406,0.0912917,-0.0119185,1.03778,-0.343258304
23,0.166903,-0.0822606,0.210241,-0.0330827,0.00630098,0.0342184,-0.030271,0.0118789,0.032582,0.097473,-0.00638803,1.04744,-0.358172994
24,0.16658,-0.0821887,0.210582,-0.0326417,0.00728779,0.0345003,-0.0298094,0.0128881,0.0326995,0.0962327,-0.00111517,1.03614,-0.372996834
25,0.166295,-0.0822014,0.210899,-0.0283723,-0.00126056,0.0316127,-0.0257766,0.00397201,0.03128,0.0995238,0.00191626,1.01599,-0.387726064
26,0.166023,-0.0821093,0.211251,-0.0272661,0.00920666,0.0351284,-0.024385,0.0148659,0.0330071,0.100807,-0.00869003,1.02359,-0.402356947
27,0.165731,-0.0820514,0.211602,-0.0289343,0.00574501,0.0348323,-0.0260795,0.0113933,0.0332916,0.0982544,-0.0105328,1.03137,-0.416885772
28,0.165432,-0.082024,0.211946,-0.0297697,0.002755,0.034314,-0.0269583,0.00834917,0.033278,0.0918557,-0.0109426,1.02347,-0.431308855
29,0.165108,-0.0820232,0.212297,-0.0322512,7.94E-05,0.0349353,-0.0293889,0.00580098,0.0343313,0.0972852,-0.0160068,1.03233,-0.445622537
30,0.164749,-0.0820058,0.212657,-0.0356999,0.00174746,0.0358117,-0.0327664,0.00757736,0.0349215,0.110003,-0.0181473,1.04361,-0.459823187
31,0.164401,-0.0819989,0.213027,-0.0347809,0.000700359,0.0368921,-0.0317591,0.00670843,0.0361577,0.094152,-0.00965721,1.03828,-0.473907203
32,0.164096,-0.0819888,0.213404,-0.0303635,0.00101963,0.0375638,-0.0272871,0.00712177,0.0367681,0.104961,-0.0062479,1.02951,-0.487871013
33,0.163844,-0.0819221,0.213801,-0.0250552,0.00664071,0.0395395,-0.0218196,0.0129795,0.0377959,0.105548,-0.00736594,1.03416,-0.501711075
34,0.16363,-0.0819069,0.214177,-0.0212362,0.00151984,0.0373071,-0.0181839,0.00755653,0.0364377,0.100876,-0.0071298,1.02677,-0.515423879
35,0.163396,-0.0819313,0.214547,-0.0232433,-0.00241622,0.0367136,-0.0202387,0.00356814,0.0364962,0.0986813,-0.0111602,1.02879,-0.529005945
36,0.163098,-0.081873,0.214918,-0.0299136,0.00586063,0.0372883,-0.0268641,0.0118173,0.0357186,0.0918612,-0.0103506,1.04972,-0.54245383
37,0.162758,-0.0817875,0.215295,-0.0336303,0.00847659,0.0372886,-0.0305839,0.0143866,0.0352992,0.0994171,-0.00888923,1.0558,-0.555764121
38,0.162434,-0.081726,0.21565,-0.0324439,0.00615716,0.0354991,-0.029546,0.0117979,0.0339191,0.0964465,-0.00141908,1.04335,-0.568933444
39,0.162093,-0.081586,0.216018,-0.0335623,0.0137909,0.0361832,-0.0306135,0.01943,0.0333645,0.100156,-0.00650701,1.03454,-0.581958457
40,0.161789,-0.0815175,0.21638,-0.0307049,0.00693275,0.0366385,-0.0277216,0.0127245,0.0349232,0.101411,-0.00817407,1.02673,-0.594835857
41,0.161509,-0.0815484,0.216747,-0.0277916,-0.00305939,0.0364071,-0.024826,0.00281552,0.0363058,0.0975817,-0.0135636,1.01604,-0.607562377
42,0.161203,-0.0815156,0.217137,-0.0305244,0.00328103,0.0388571,-0.0273605,0.00945454,0.0376993,0.097478,-0.017404,1.0311,-0.620134789
43,0.160853,-0.0814836,0.217535,-0.0347664,0.00319691,0.0396454,-0.0315395,0.0094842,0.0384917,0.108515,-0.0247726,1.03922,-0.632549905
44,0.160468,-0.0814893,0.217935,-0.0383584,-0.000547031,0.0398133,-0.0351176,0.00580025,0.0392587,0.0977043,-0.0258325,1.04103,-0.644804575
45,0.160069,-0.0814361,0.218367,-0.0396846,0.00530672,0.0429723,-0.036189,0.0120654,0.0414365,0.107037,-0.0198189,1.04235,-0.65689569
46,0.159707,-0.0814109,0.218803,-0.0360598,0.00252412,0.0434344,-0.0325276,0.00937646,0.0423383,0.105463,-0.0153584,1.02109,-0.668820185
47,0.159404,-0.081453,0.219234,-0.0300494,-0.00416079,0.0428329,-0.0265644,0.00266828,0.04281,0.107478,-0.00935023,1.00407,-0.680575034
48,0.159148,-0.0814662,0.219699,-0.025279,-0.00128738,0.0457541,-0.0215557,0.00595581,0.0452301,0.109685,-0.0118168,1.00591,-0.692157256
49,0.158907,-0.0814681,0.220163,-0.0242538,-0.00018167,0.0467224,-0.0204516,0.00718939,0.0460094,0.103485,-0.00797186,1.02432,-0.703563912
50,0.158654,-0.0814685,0.22062,-0.0252871,-3.12E-05,0.0456404,-0.0215729,0.00715597,0.0449226,0.0972537,-0.00789282,1.02097,-0.714792111
51,0.158396,-0.0815669,0.221041,-0.0252905,-0.00963023,0.0412696,-0.021928,-0.0030217,0.0421365,0.0971135,-0.00341016,1.01216,-0.725839002
52,0.158105,-0.0816063,0.221438,-0.0292378,-0.00395803,0.0399482,-0.0259814,0.00236015,0.0399418,0.10699,-0.0038305,1.02475,-0.736701786
53,0.157792,-0.0816206,0.221831,-0.0313324,-0.00141672,0.0392553,-0.0281319,0.00474883,0.0388612,0.095068,0.000425685,1.02765,-0.747377705
54,0.157488,-0.0816279,0.222213,-0.0296624,-0.000699891,0.0373156,-0.0266197,0.00514178,0.0368409,0.104603,0.00451362,1.00737,-0.757864053
55,0.157218,-0.0816263,0.222588,-0.0273431,0.00017439,0.0380265,-0.0242426,0.00610626,0.0374051,0.102005,-0.00278974,1.01077,-0.768158169
56,0.156943,-0.0816856,0.222959,-0.0274951,-0.00591998,0.0371118,-0.024467,-6.60E-05,0.0374587,0.104987,-0.00805204,1.00429,-0.778257442
57,0.156655,-0.0817981,0.223328,-0.028574,-0.0111638,0.0366368,-0.0255805,-0.00533029,0.0378089,0.0952362,-0.0124559,1.0069,-0.788159311
58,0.15631,-0.0818563,0.223717,-0.0343164,-0.00576666,0.0385591,-0.0311636,0.000286194,0.0388592,0.0946375,-0.0193635,1.02722,-0.797861265
59,0.155915,-0.0818712,0.224108,-0.0391733,-0.0014595,0.038852,-0.035996,0.00457109,0.0384788,0.103053,-0.01661,1.03367,-0.807360841
60,0.155517,-0.0818623,0.224514,-0.039567,0.000897191,0.0403751,-0.0362655,0.00711913,0.0396153,0.0978828,-0.0122831,1.02815,-0.816655631
61,0.155157,-0.0818497,0.224923,-0.0359696,0.00127085,0.0409322,-0.032623,0.0075599,0.0401087,0.104148,-0.0122411,1.0054,-0.825743276
62,0.15484,-0.081856,0.225347,-0.0315212,-0.000606691,0.0420972,-0.0280792,0.00587116,0.0415478,0.100675,-0.0110534,1.00983,-0.834621473
63,0.154584,-0.0819128,0.22578,-0.0255554,-0.00565748,0.0432354,-0.0220178,0.00104458,0.0434477,0.0979518,-0.0157311,1.00012,-0.843287969
64,0.154337,-0.0819291,0.226216,-0.0246489,-0.00161426,0.0435252,-0.0210869,0.0050734,0.0431117,0.0979806,-0.0123313,1.01129,-0.851740565
65,0.154056,-0.0819515,0.226668,-0.0274152,-0.00217667,0.0440819,-0.0238067,0.00459066,0.0437476,0.104617,-0.0197009,1.01531,-0.859977118
66,0.153732,-0.0819761,0.227098,-0.0328361,-0.00247484,0.043514,-0.029273,0.00419514,0.0432354,0.0943834,-0.0212833,1.02401,-0.867995539
67,0.153352,-0.0819698,0.227538,-0.0376894,0.000645096,0.0436776,-0.0341132,0.00728696,0.0429216,0.0986863,-0.0117745,1.02243,-0.875793793
68,0.152961,-0.0819481,0.227991,-0.0381205,0.00212444,0.0441819,-0.0345039,0.00880884,0.0431958,0.0965749,-0.00996832,1.01011,-0.883369902
69,0.152615,-0.0819789,0.228418,-0.0351471,-0.00310727,0.0433603,-0.0315965,0.00349849,0.0431848,0.0999746,-0.00900553,0.992132,-0.890721946
70,0.15229,-0.0820233,0.228856,-0.0324289,-0.00442179,0.0437391,-0.0288453,0.0022424,0.0437583,0.0965312,-0.0115217,0.987629,-0.897848059
71,0.151954,-0.0820258,0.229304,-0.0335694,-0.00023753,0.0447541,-0.0299025,0.00651687,0.0441257,0.0937429,-0.0139959,1.01142,-0.904746433
72,0.15159,-0.0820459,0.229732,-0.0361102,-0.00198237,0.0424801,-0.0326288,0.00443373,0.042151,0.0943297,-0.0149029,1.00642,-0.91141532
73,0.1512,-0.0821732,0.23013,-0.0387733,-0.0126297,0.0395698,-0.0355254,-0.00654557,0.0408887,0.0944213,-0.0129587,1.00415,-0.917853026
74,0.150781,-0.0822322,0.230541,-0.0410147,-0.00575965,0.0402171,-0.0377113,0.000326313,0.0404916,0.103619,-0.00993383,1.00794,-0.92405792
75,0.150355,-0.0822021,0.230949,-0.0431554,0.00306456,0.0412347,-0.0397697,0.00918563,0.0401728,0.0944997,-0.00551747,1.01306,-0.930028427
76,0.149987,-0.0822154,0.23135,-0.0366327,-0.00130956,0.0399551,-0.0333515,0.00465527,0.0395688,0.0961381,-0.000547279,0.988429,-0.935763033
77,0.14967,-0.0822161,0.231755,-0.0314051,-6.59E-05,0.0402146,-0.0281026,0.00591105,0.0396405,0.0974233,-0.000349855,0.98457,-0.941260284
78,0.149361,-0.0822507,0.232159,-0.0302845,-0.00337283,0.0394909,-0.02704,0.00252133,0.0394211,0.10515,-0.0111032,0.993459,-0.946518785
79,0.149043,-0.0823491,0.232539,-0.0322588,-0.00997384,0.0386122,-0.0290827,-0.0041491,0.0395357,0.0890487,-0.0123992,0.999645,-0.951537202
80,0.148647,-0.0824,0.232933,-0.038732,-0.00496146,0.0384921,-0.0355638,0.000774574,0.0386732,0.0945398,-0.0156201,1.00822,-0.956314263
81,0.148222,-0.0823981,0.233304,-0.0431944,0.000213456,0.0377433,-0.040088,0.00576613,0.0371712,0.0962628,-0.0138077,1.02407,-0.960848755
82,0.147776,-0.0823641,0.233667,-0.044545,0.00341284,0.0362313,-0.0415642,0.00869221,0.0352124,0.0955452,-0.00580036,1.0233,-0.965139529
83,0.147337,-0.0823778,0.234015,-0.0436174,-0.00134889,0.0346,-0.0407703,0.00372794,0.0343071,0.0930792,-0.0028241,0.993725,-0.969185495
84,0.146923,-0.0823499,0.234365,-0.0406057,0.00274673,0.0344111,-0.0377751,0.0077377,0.0335229,0.0918246,-0.000587638,1.00699,-0.972985629
85,0.146535,-0.0823758,0.234702,-0.0379321,-0.00251406,0.0328921,-0.0352257,0.00229922,0.0327963,0.0898124,-0.00133444,1.01005,-0.976538966
86,0.146161,-0.0824459,0.234997,-0.0388308,-0.00725934,0.0306099,-0.03631,-0.00273904,0.0312379,0.0920623,-0.0087542,1.02252,-0.979844604
87,0.145717,-0.0824804,0.235289,-0.0438003,-0.00339221,0.0288263,-0.0414254,0.000815161,0.0289164,0.092246,-0.0100987,1.04304,-0.982901706
88,0.145215,-0.0824837,0.235574,-0.0499476,-0.000312028,0.0283042,-0.0476156,0.00377309,0.0279562,0.0924151,-0.0113356,1.06192,-0.985709495
89,0.144706,-0.0825008,0.235839,-0.0506783,-0.00168849,0.0263814,-0.0485043,0.00212045,0.0262603,0.0911173,-0.00591649,1.06186,-0.98826726
90,0.14421,-0.0824929,0.236107,-0.04965,0.000798097,0.0268766,-0.0474354,0.00463913,0.0263925,0.0909332,-0.00402628,1.03818,-0.990574352
91,0.143751,-0.082528,0.236374,-0.0455828,-0.00346918,0.0264985,-0.0433984,0.00034976,0.0266329,0.103917,-0.00737202,1.02776,-0.992630185
92,0.143325,-0.0826516,0.236643,-0.0422351,-0.0122669,0.0267523,-0.0400265,-0.00833301,0.0281397,0.0921518,-0.0105632,1.02099,-0.994434239
93,0.142887,-0.0827027,0.236944,-0.0436518,-0.00508031,0.0299284,-0.0411794,-0.000781246,0.0302456,0.093937,-0.0120223,1.03705,-0.995986055
94,0.142435,-0.0827343,0.237242,-0.0449421,-0.00312946,0.0296909,-0.0424885,0.00110255,0.0297339,0.0967199,-0.0100778,1.03916,-0.99728524
95,0.14196,-0.0828739,0.237507,-0.0472916,-0.013881,0.0263366,-0.0451115,-0.0100279,0.0279461,0.0900277,-0.0105779,1.03858,-0.998331465
96,0.141454,-0.0829634,0.237763,-0.0505477,-0.00892264,0.025507,-0.048434,-0.00524984,0.0264234,0.0949488,-0.00361082,1.03159,-0.999124463
97,0.140939,-0.0829329,0.238016,-0.0512973,0.00305858,0.0252707,-0.0492039,0.00656589,0.0245045,0.0860127,0.00548982,1.0423,-0.999664035
98,0.140467,-0.0829373,0.23824,-0.047108,-0.000435023,0.0223232,-0.0452587,0.00268389,0.0220882,0.0929544,0.0103373,1.02713,-0.999950042
99,0.140034,-0.0829574,0.238448,-0.0430646,-0.00198399,0.0206972,-0.0413496,0.000914339,0.020701,0.0908068,0.0134475,1.01343,-0.999982413
100,0.13961,-0.0829905,0.238636,-0.0421285,-0.0032914,0.0187578,-0.0405736,-0.000658069,0.0189694,0.0919311,-0.00125554,1.01712,-0.99976114
101,0.139135,-0.0830528,0.238807,-0.0474321,-0.00621248,0.0170637,-0.0460165,-0.00379409,0.0177021,0.0867636,-0.00396813,1.02734,-0.999286277
102,0.138599,-0.0831308,0.238975,-0.0530686,-0.00770933,0.0165726,-0.0516925,-0.00535371,0.0174221,0.0898791,-0.00782206,1.02785,-0.998557947
103,0.138013,-0.0831442,0.239153,-0.0583642,-0.001326,0.0177925,-0.0568866,0.00112596,0.0177449,0.091512,-0.0135329,1.04271,-0.997576333
104,0.137378,-0.0830604,0.239333,-0.063465,0.00838608,0.0179131,-0.0619788,0.0107517,0.0165347,0.101897,-0.0115543,1.04995,-0.996341684
105,0.136773,-0.0830956,0.239507,-0.0601743,-0.00348934,0.0173505,-0.0587342,-0.00109923,0.0176049,0.0893764,-0.0103859,1.00713,-0.994854315
106,0.136189,-0.0830496,0.239709,-0.0580087,0.00457909,0.0200711,-0.0563437,0.00725232,0.019195,0.0974023,-0.0126329,1.01816,-0.993114601
107,0.13565,-0.0830731,0.239918,-0.0537863,-0.00233929,0.0208202,-0.0520587,0.000488109,0.0208742,0.0993242,-0.012284,1.01397,-0.991122985
108,0.135126,-0.0831351,0.24011,-0.0521775,-0.00615384,0.0191196,-0.0505898,-0.00353095,0.0197089,0.0916144,-0.0110562,1.01402,-0.988879971
109,0.134561,-0.0831448,0.240309,-0.0561366,-0.000955922,0.0197872,-0.0544933,0.0016981,0.0196688,0.0974823,-0.0130739,1.01811,-0.986386129
110,0.133947,-0.0831011,0.240505,-0.0610887,0.00436184,0.0194959,-0.0594704,0.0069174,0.0186721,0.0916154,-0.0090434,1.03402,-0.98364209
111,0.133323,-0.0830471,0.240687,-0.0621546,0.00539137,0.0181566,-0.0606484,0.00774873,0.0172168,0.0916226,-0.00344449,1.03125,-0.980648552
112,0.132704,-0.0829766,0.240852,-0.0614074,0.00699786,0.0163198,-0.0600548,0.00908824,0.0151947,0.0889586,0.00697987,1.00391,-0.977406273
113,0.132118,-0.082978,0.241003,-0.0583772,-0.000128224,0.015068,-0.0571283,0.00185103,0.0149022,0.0990324,-0.000855571,1.00131,-0.973916075
114,0.131532,-0.0830371,0.241153,-0.0574706,-0.00579507,0.014748,-0.0562474,-0.00381743,0.0153303,0.0885753,-0.00713983,0.998442,-0.970178845
115,0.130908,-0.0830585,0.241302,-0.0629959,-0.0021441,0.0149724,-0.0617538,-0.000178073,0.015073,0.0923187,-0.0080714,1.00574,-0.966195529
116,0.130219,-0.0830522,0.241448,-0.0674529,0.000620925,0.0143098,-0.0662658,0.00246742,0.0140592,0.0926469,-0.0121016,1.01364,-0.961967139
117,0.129497,-0.0831002,0.241567,-0.0732171,-0.00485359,0.0121165,-0.0722114,-0.00325368,0.0126003,0.091268,-0.018798,1.0105,-0.957494746
118,0.128745,-0.0831898,0.241689,-0.0748617,-0.00891223,0.0121501,-0.0738521,-0.00728392,0.0131521,0.095033,-0.0141004,1.00263,-0.952779486
119,0.127985,-0.0831599,0.241841,-0.0755397,0.00298009,0.0150969,-0.0742857,0.00487596,0.0145413,0.0906105,-0.00955537,1.0162,-0.947822554
120,0.127286,-0.0831736,0.241998,-0.0693006,-0.00134635,0.0155919,-0.0680053,0.000636973,0.0155832,0.0950363,-0.00702241,0.996592,-0.942625208
121,0.126631,-0.0832171,0.242151,-0.0639595,-0.00423922,0.0149079,-0.0627204,-0.00232904,0.0152727,0.0984038,-0.00362275,0.984833,-0.937188765
122,0.126008,-0.083258,0.242296,-0.0631938,-0.00414363,0.0146609,-0.0619745,-0.00227465,0.0150151,0.096463,-0.00935056,0.991827,-0.931514606
123,0.125348,-0.0833254,0.242436,-0.0655254,-0.00667881,0.0139862,-0.0643613,-0.00488392,0.0146634,0.0923623,-0.00421477,0.99906,-0.925604168
124,0.12467,-0.0833988,0.242557,-0.0676879,-0.00730931,0.0120674,-0.0666826,-0.00575725,0.012841,0.0882285,-0.00536177,1.00252,-0.919458952
125,0.123963,-0.0834026,0.242666,-0.0707207,-0.000377334,0.0108258,-0.0698189,0.000959473,0.0107521,0.0904362,0.00150215,1.00747,-0.913080516
126,0.123213,-0.0833073,0.242749,-0.0746555,0.00948806,0.00829266,-0.0739654,0.0104318,0.00703516,0.099508,0.00258688,1.0129,-0.906470477
127,0.122481,-0.0833163,0.242792,-0.0726314,-0.000884494,0.00432561,-0.0722714,-0.000351221,0.00438637,0.0840039,0.00607585,0.983281,-0.899630513
128,0.121736,-0.0832492,0.242828,-0.0733788,0.00661179,0.00345307,-0.0730917,0.00698073,0.00261274,0.0926349,0.00616535,0.992557,-0.892562359
129,0.121028,-0.0832403,0.24285,-0.0715746,0.000902691,0.00227194,-0.0713857,0.00116944,0.00213853,0.0944919,0.000142754,0.994244,-0.885267807
130,0.120295,-0.0832633,0.242856,-0.0732197,-0.00229519,0.000564551,-0.0731727,-0.00221109,0.000833963,0.0877666,-0.00202699,0.991175,-0.877748707
131,0.119511,-0.0832984,0.242853,-0.0778792,-0.00349037,-0.000289775,-0.0779033,-0.0034999,0.000129435,0.0917024,-0.00652413,0.993133,-0.870006967
132,0.118643,-0.0831944,0.242871,-0.0865542,0.0103723,0.00179295,-0.0864052,0.0105108,0.000546478,0.0876608,-0.0104795,1.0241,-0.86204455
133,0.117749,-0.0830941,0.242892,-0.0874952,0.00982162,0.00209441,-0.0873213,0.00999881,0.000918916,0.0906045,-0.00485905,1.01782,-0.853863477
134,0.116914,-0.0830269,0.242902,-0.0847818,0.00682088,0.00102584,-0.0846967,0.00689356,0.000219679,0.0898603,0.00232006,0.992006,-0.845465822
135,0.116082,-0.082996,0.242915,-0.0804165,0.00299044,0.00122952,-0.0803146,0.00311222,0.000870684,0.100071,-0.00749566,0.991334,-0.836853715
136,0.115335,-0.0830098,0.242936,-0.0766632,-0.00141624,0.00216241,-0.0764839,-0.00115884,0.00230363,0.0968185,-0.00902201,0.982145,-0.828029341
137,0.114568,-0.0830201,0.242968,-0.0767227,-0.0010318,0.00315237,-0.0764613,-0.000665907,0.00323887,0.0921076,-0.00810139,0.990943,-0.818994938
138,0.113785,-0.0829809,0.243007,-0.0778318,0.00390693,0.00394542,-0.0775048,0.00432808,0.00346283,0.0911543,-0.0105944,1.00173,-0.809752797
139,0.112956,-0.0829608,0.243042,-0.0824687,0.00199985,0.00344868,-0.082183,0.00237449,0.0031895,0.100858,-0.0182358,1.0034,-0.800305264
140,0.11209,-0.082983,0.24307,-0.0861154,-0.00220188,0.00279665,-0.0858836,-0.00187631,0.00301583,0.0900292,-0.00790494,0.99439,-0.790654733
141,0.111189,-0.0828323,0.243127,-0.0894791,0.0149753,0.00567982,-0.0890092,0.0155109,0.00396373,0.0917532,-0.0025548,1.01335,-0.780803654
142,0.110332,-0.0827641,0.243172,-0.0856129,0.00681386,0.00440216,-0.085249,0.00725549,0.00361015,0.0962365,-0.00143607,0.99352,-0.770754525
143,0.109501,-0.0827056,0.243207,-0.0821831,0.0057892,0.00347028,-0.0818964,0.00613247,0.00280504,0.0924812,0.00101563,0.992079,-0.760509894
144,0.108663,-0.0826399,0.243246,-0.0837247,0.00656591,0.00392509,-0.0834007,0.00695141,0.00317656,0.0971159,-0.00582525,0.997077,-0.75007236
145,0.107788,-0.0826266,0.243286,-0.087214,0.00132996,0.00394844,-0.0868882,0.00174557,0.00376906,0.0888517,-0.00832452,1.00349,-0.739444572
146,0.106881,-0.0826279,0.243327,-0.0904904,-0.000125739,0.00411056,-0.0901511,0.000311987,0.00408658,0.0895904,-0.0119456,1.00317,-0.728629223
147,0.105951,-0.0826254,0.243365,-0.0905957,0.000243786,0.00376376,-0.0902851,0.000639089,0.00370411,0.0934551,-0.00550347,1.00883,-0.717629059
148,0.105051,-0.0824998,0.24342,-0.0909806,0.0127156,0.00548393,-0.0905287,0.0132186,0.00410181,0.101094,-0.00753518,1.0143,-0.706446868
149,0.104189,-0.0824361,0.243474,-0.0860225,0.00635813,0.00540269,-0.0855777,0.00688363,0.0046939,0.0895114,-0.00468165,0.991007,-0.695085488
150,0.103381,-0.0823672,0.243531,-0.080449,0.00686149,0.0056793,-0.0799818,0.00740896,0.00492174,0.100664,0.000212189,0.988781,-0.6835478
151,0.102625,-0.0823712,0.243581,-0.0752045,-0.000395508,0.0050269,-0.0747909,0.000119806,0.00502401,0.0956658,-0.00299401,0.98636,-0.671836731
152,0.10185,-0.0823693,0.243613,-0.0770649,0.000196468,0.00313219,-0.0768072,0.000512832,0.00308542,0.0934595,-0.00672949,0.987282,-0.659955251
153,0.101023,-0.082368,0.243636,-0.0822331,0.000127262,0.00224277,-0.0820486,0.000352032,0.00221094,0.0937845,-0.009305,1.00193,-0.647906373
154,0.100124,-0.0822643,0.243681,-0.0896377,0.0103411,0.0045756,-0.0892617,0.0107451,0.00350363,0.0899956,-0.0172623,1.02824,-0.635693155
155,0.0992165,-0.0821506,0.243723,-0.0903527,0.0113282,0.00416115,-0.0900112,0.0116833,0.00300462,0.0974449,-0.00690196,1.02354,-0.623318694
156,0.0983206,-0.082065,0.243752,-0.0890149,0.00851332,0.00287142,-0.0887795,0.00875313,0.00201225,0.094696,-0.0019275,1.00361,-0.610786128
157,0.0974556,-0.0820412,0.243787,-0.0858408,0.00236179,0.00345204,-0.0855579,0.00268534,0.0031943,0.0995589,-0.0120958,0.999814,-0.598098637
158,0.0966037,-0.0820267,0.243829,-0.0844011,0.00143615,0.00420143,-0.0840568,0.00183334,0.00402926,0.0970431,-0.00801401,0.994101,-0.585259439
159,0.0957618,-0.0819794,0.243878,-0.0849816,0.00477581,0.00492575,-0.0845782,0.00522332,0.00443007,0.0924938,-0.0105079,1.0044,-0.57227179
160,0.0948992,-0.0819111,0.243937,-0.0852614,0.0067634,0.00584937,-0.0847829,0.00728538,0.00516265,0.0913152,-0.0116775,1.01235,-0.559138985
161,0.0940097,-0.0818545,0.243988,-0.0888985,0.00566296,0.00501446,-0.0884885,0.00610709,0.00444401,0.104956,-0.0200527,1.01414,-0.545864355
162,0.0931141,-0.0818435,0.244066,-0.0891838,0.00109464,0.00777764,-0.088548,0.00181064,0.00761625,0.0961728,-0.0175777,1.0168,-0.532451267
163,0.0922281,-0.0817525,0.244161,-0.0882486,0.00907368,0.00948399,-0.0874742,0.00990565,0.00857648,0.10015,-0.0124411,1.02175,-0.518903123
164,0.091395,-0.0817438,0.244258,-0.0829466,0.000875578,0.00968046,-0.0821562,0.00175249,0.00952796,0.101412,-0.0117666,1.00036,-0.505223359
165,0.0906105,-0.0817001,0.244374,-0.077771,0.00433861,0.0114352,-0.0768378,0.00535209,0.0109577,0.100199,-0.0129004,1.00955,-0.491415446
166,0.0898309,-0.0816607,0.244497,-0.0776093,0.00392862,0.012245,-0.0766105,0.00500762,0.0118026,0.101174,-0.0140575,1.01264,-0.477482886
167,0.0890236,-0.081665,0.244618,-0.080369,-0.000413705,0.012098,-0.0793821,0.000659933,0.0120467,0.0873057,-0.0130781,1.02343,-0.463429213
168,0.0881639,-0.0816185,0.24474,-0.0854231,0.00462603,0.0120851,-0.0844378,0.00566861,0.0115908,0.0903331,-0.0150484,1.03411,-0.449257991
169,0.0872732,-0.0815417,0.244859,-0.0890285,0.00769011,0.0119039,-0.0880589,0.00869497,0.0111489,0.0930846,-0.00724696,1.03944,-0.434972816
