 framenumber,eulers.phi, eulers.theta, eulers.psi, euler_rates.phi_dot, euler_rates.theta_dot, euler_rates.psi_dot, rates.X, rates.Y, rates.Z, accels.X, accels.Y, accels.Z,sin
922,-0.018389,-0.129038,0.272807,0.0208806,-0.0103238,-0.0257738,0.017564,-0.0098521,-0.025745,0.0906395,-0.00983775,0.964391,-0.854037167
923,-0.0182095,-0.129153,0.272545,0.0178346,-0.0114521,-0.0260587,0.0144783,-0.0109796,-0.0260459,0.0923686,-0.0155143,0.958715,-0.845644029
924,-0.0180998,-0.129203,0.272287,0.0109738,-0.00494775,-0.0257805,0.00765211,-0.00448423,-0.025651,0.0909323,-0.0246682,0.980155,-0.837036395
925,-0.0179908,-0.12927,0.272039,0.0108107,-0.0066924,-0.024585,0.00764146,-0.00625273,-0.0244963,0.0917924,-0.0153748,0.972364,-0.828216446
926,-0.0178448,-0.129381,0.271794,0.0145729,-0.0110315,-0.0244628,0.0114167,-0.0105968,-0.0244513,0.0938525,-0.00591279,0.95974,-0.819186422
927,-0.0176616,-0.129523,0.271557,0.0182703,-0.0141994,-0.0236218,0.0152192,-0.0137835,-0.0236711,0.0985695,-0.0147729,0.954912,-0.809948611
928,-0.0174478,-0.129624,0.271329,0.0212672,-0.0100201,-0.0226804,0.0183355,-0.0096262,-0.0226615,0.097619,-0.0121403,0.966712,-0.800505358
929,-0.017209,-0.129778,0.271102,0.0233607,-0.0150862,-0.0221655,0.0204922,-0.0147058,-0.0222354,0.0936552,-0.0120631,0.964497,-0.790859057
930,-0.0169737,-0.129912,0.27087,0.023896,-0.0136042,-0.0235807,0.0208412,-0.0132054,-0.0236095,0.0882906,-0.00935895,0.965923,-0.781012155
931,-0.0167879,-0.130016,0.270609,0.0184439,-0.0102898,-0.0258975,0.0150862,-0.00985731,-0.025848,0.0991459,-0.0154599,0.977922,-0.770967151
932,-0.0166274,-0.130201,0.270341,0.0159974,-0.0184227,-0.02673,0.0125269,-0.0179795,-0.0268064,0.0865871,-0.00939218,0.967985,-0.760726591
933,-0.0164915,-0.130254,0.27005,0.0135183,-0.00523798,-0.0289708,0.00975542,-0.00476357,-0.0288079,0.0860132,-0.00121055,0.988896,-0.750293073
934,-0.0163373,-0.130353,0.269761,0.0153251,-0.00988086,-0.028726,0.0115911,-0.00941424,-0.0286399,0.0948251,0.000153839,0.963247,-0.739669244
935,-0.0161588,-0.130529,0.269445,0.0176739,-0.0174485,-0.0312866,0.0136017,-0.016945,-0.0312983,0.0939484,-0.0001831,0.956464,-0.728857799
936,-0.0159814,-0.130729,0.26913,0.0177773,-0.0199771,-0.0315491,0.0136647,-0.0194746,-0.0315951,0.0924334,-0.0128442,0.95486,-0.717861479
937,-0.0158565,-0.130882,0.268804,0.0122018,-0.0149715,-0.0318177,0.00804929,-0.0144694,-0.031779,0.0903235,-0.0131825,0.971786,-0.706683075
938,-0.0157637,-0.13105,0.268483,0.00945115,-0.0171098,-0.0327046,0.00517745,-0.0165965,-0.0326899,0.0861976,-0.0210929,0.979564,-0.695325421
939,-0.0157211,-0.131154,0.268141,0.00424966,-0.0102864,-0.034008,-0.000197836,-0.0097551,-0.0338735,0.0918998,-0.0160831,0.983176,-0.683791398
940,-0.0156981,-0.131212,0.2678,0.00228703,-0.00574048,-0.0338607,-0.00214315,-0.00521281,-0.0336556,0.100293,-0.0119171,0.984954,-0.672083932
941,-0.0156347,-0.131382,0.267475,0.00633599,-0.0169856,-0.0324669,0.0020827,-0.0164804,-0.0324487,0.0863633,-0.0118616,0.959931,-0.660205993
942,-0.0155335,-0.131554,0.267147,0.0100806,-0.0171975,-0.0326561,0.00579696,-0.0166925,-0.0326371,0.0921295,-0.00567184,0.954668,-0.648160592
943,-0.015385,-0.131688,0.266823,0.0145308,-0.0130756,-0.0317149,0.0103664,-0.0125903,-0.0316378,0.0961015,-0.00672414,0.966227,-0.635950787
944,-0.0152543,-0.131794,0.2665,0.0132417,-0.0107632,-0.0327422,0.00893895,-0.0102669,-0.0326187,0.0894129,-0.012776,0.973557,-0.623579673
945,-0.0151423,-0.131933,0.266162,0.0112032,-0.0138776,-0.0337194,0.00676735,-0.0133699,-0.0336327,0.0886126,-0.0125601,0.965963,-0.611050388
946,-0.0150865,-0.131972,0.265825,0.00544599,-0.00379322,-0.0329039,0.00111618,-0.00330072,-0.0326713,0.0888959,-0.0205054,0.98995,-0.598366111
947,-0.0150258,-0.1321,0.265498,0.00617139,-0.0129534,-0.0332505,0.00179177,-0.0124567,-0.0331517,0.0913427,-0.0143285,0.980145,-0.585530059
948,-0.0149699,-0.13218,0.265147,0.00547897,-0.00790496,-0.0343499,0.000951796,-0.00739436,-0.0341648,0.0899521,-0.00676264,0.972305,-0.572545488
949,-0.0149207,-0.132279,0.264823,0.00497391,-0.0099842,-0.0327145,0.000659071,-0.00949925,-0.0325741,0.0978666,-0.0164698,0.965351,-0.559415691
950,-0.0148816,-0.132281,0.264505,0.00388965,-0.000193307,-0.031757,-0.00029897,0.000275164,-0.031479,0.0976503,-0.0150872,0.971101,-0.546143999
951,-0.0148274,-0.132404,0.264191,0.00540834,-0.0122022,-0.0313075,0.00127522,-0.0117408,-0.0312109,0.0871609,-0.0143008,0.966189,-0.532733778
952,-0.0147858,-0.132482,0.263868,0.00407097,-0.00769783,-0.0315091,-9.12E-05,-0.0072352,-0.0313434,0.0880303,-0.0144791,0.971886,-0.519188429
953,-0.0147986,-0.132537,0.263549,-0.00128629,-0.00550228,-0.0322299,-0.00554544,-0.00502892,-0.0320251,0.0979489,-0.0216416,0.991932,-0.505511389
954,-0.0148061,-0.1327,0.263224,-0.000745515,-0.0162814,-0.0323331,-0.00502354,-0.0158052,-0.0322864,0.0874676,-0.0151937,0.979411,-0.491706126
955,-0.0148227,-0.132715,0.262891,-0.00166063,-0.00145031,-0.0332613,-0.00606195,-0.000961476,-0.0329867,0.0951015,-0.00344594,0.984345,-0.477776142
956,-0.0147871,-0.132771,0.26254,0.00349946,-0.00550924,-0.0344786,-0.00106485,-0.0050033,-0.0342528,0.0959281,-0.00131964,0.970783,-0.463724971
957,-0.0147107,-0.132865,0.262179,0.00768495,-0.00944003,-0.0363606,0.00286811,-0.00890885,-0.0361751,0.0961626,-0.00190395,0.964073,-0.449556176
958,-0.0146159,-0.133003,0.261819,0.00948636,-0.0137971,-0.0359586,0.00471785,-0.0132748,-0.0358389,0.0915834,-0.0054541,0.958967,-0.435273351
959,-0.0145521,-0.133073,0.261437,0.00622826,-0.00685324,-0.0372609,0.00128446,-0.00631511,-0.0370273,0.0858339,-0.00784003,0.980684,-0.42088012
960,-0.0145384,-0.1331,0.261065,0.00137683,-0.00269542,-0.0375015,-0.00359989,-0.00215477,-0.0372051,0.0914742,-0.0122135,0.987567,-0.406380133
961,-0.0145681,-0.13312,0.26068,-0.00299045,-0.00205161,-0.0387382,-0.00813207,-0.00149206,-0.0384213,0.091373,-0.0110355,0.984274,-0.391777068
962,-0.0146191,-0.133107,0.260284,-0.00506287,0.00129132,-0.0393441,-0.0102844,0.00186125,-0.038973,0.0948071,-0.010052,0.985353,-0.377074629
963,-0.0146794,-0.133136,0.259884,-0.00602668,-0.00289484,-0.0399217,-0.011326,-0.0023137,-0.0396067,0.0901402,-0.010733,0.973541,-0.362276546
964,-0.0147342,-0.133186,0.259489,-0.00541805,-0.00496132,-0.0391618,-0.0106185,-0.0043889,-0.0388839,0.0925077,-0.00954146,0.969184,-0.347386571
965,-0.0147714,-0.133231,0.259103,-0.00371177,-0.0044284,-0.0383887,-0.0088112,-0.0038659,-0.0381098,0.090713,-0.00917073,0.967784,-0.332408482
966,-0.0148436,-0.133266,0.258699,-0.00709441,-0.00349678,-0.0397788,-0.0123799,-0.00291119,-0.0394736,0.100051,-0.0141673,0.973554,-0.317346078
967,-0.0149204,-0.133374,0.2583,-0.00772229,-0.0108576,-0.0401383,-0.0130598,-0.0102629,-0.0399394,0.0859153,-0.0121957,0.96985,-0.302203179
968,-0.0150459,-0.133354,0.257892,-0.012525,0.00201746,-0.0406263,-0.0179266,0.00262304,-0.0402307,0.0957928,-0.0137911,0.990285,-0.286983627
969,-0.0151582,-0.133422,0.257476,-0.0111401,-0.00680611,-0.041326,-0.0166376,-0.00618449,-0.0410572,0.0951922,-0.00649132,0.987705,-0.271691281
970,-0.0152542,-0.133438,0.257054,-0.00959311,-0.00159288,-0.0421739,-0.015204,-0.000955112,-0.0418184,0.0923231,-0.00395889,0.974105,-0.256330021
971,-0.015327,-0.133484,0.256634,-0.00726837,-0.00454767,-0.0419099,-0.0128461,-0.00391052,-0.041602,0.0978698,-0.00565767,0.965463,-0.240903744
972,-0.0153932,-0.13346,0.256215,-0.00648488,0.00233872,-0.04106,-0.0119485,0.00296484,-0.0406541,0.0951518,-0.00743628,0.981155,-0.225416361
973,-0.0154554,-0.13349,0.255816,-0.00628498,-0.00310331,-0.0403032,-0.0116491,-0.0024856,-0.0399879,0.0874715,-0.0112889,0.982187,-0.209871802
974,-0.0155432,-0.133517,0.255401,-0.00873572,-0.00262536,-0.0413634,-0.014242,-0.00198787,-0.0410311,0.0881784,-0.00750787,0.977175,-0.194274008
975,-0.015703,-0.133541,0.254968,-0.0156663,-0.00235636,-0.0424254,-0.021315,-0.00169582,-0.0420795,0.0931561,-0.0221834,0.989216,-0.178626938
976,-0.0159097,-0.133582,0.254552,-0.0208489,-0.00414459,-0.041975,-0.0264393,-0.00348223,-0.0416617,0.0889699,-0.0141652,0.98041,-0.162934558
977,-0.0161514,-0.133498,0.254123,-0.0240094,0.00825377,-0.0425814,-0.0296771,0.0089343,-0.0420638,0.0950872,-0.00357719,0.990782,-0.147200851
978,-0.0163585,-0.133479,0.253714,-0.0205997,0.00195531,-0.0406499,-0.0260095,0.00261407,-0.0402509,0.092559,-0.00640766,0.975251,-0.131429806
979,-0.016548,-0.133431,0.253288,-0.0185663,0.00466632,-0.0417266,-0.0241175,0.00535001,-0.0412728,0.100796,-0.00675598,0.972875,-0.115625424
980,-0.0167158,-0.133494,0.252876,-0.0169659,-0.00635965,-0.0417232,-0.0225192,-0.00566757,-0.0414525,0.0880336,-0.00991675,0.966914,-0.099791714
981,-0.0169136,-0.133507,0.252466,-0.0196408,-0.00129888,-0.0406601,-0.0250531,-0.000617136,-0.0403144,0.0876739,-0.0153946,0.98444,-0.083932692
982,-0.0171458,-0.133469,0.252052,-0.0230586,0.00376371,-0.0411812,-0.0285387,0.00446293,-0.0407445,0.0951051,-0.0182356,0.990887,-0.06805238
983,-0.0174055,-0.133434,0.251646,-0.0259593,0.00341857,-0.0405522,-0.0313543,0.00411757,-0.0401262,0.0925701,-0.017873,0.996494,-0.052154807
984,-0.0176765,-0.133354,0.251239,-0.0270393,0.00800706,-0.0406115,-0.032439,0.00871726,-0.0401031,0.0976526,-0.0136262,1.00012,-0.036244005
985,-0.017948,-0.133281,0.250821,-0.026215,0.00706877,-0.0403564,-0.0315778,0.00778549,-0.0398652,0.0995533,-0.0124734,0.991029,-0.020324009
986,-0.0181644,-0.133251,0.250442,-0.022287,0.00303328,-0.0389874,-0.0274667,0.00373464,-0.0385803,0.0998901,-0.0118537,0.990832,-0.004398858
987,-0.0183522,-0.133226,0.250069,-0.0192019,0.00259049,-0.0381506,-0.0242695,0.00328396,-0.0377586,0.102327,-0.0164539,1.00095,0.011527408
988,-0.0185818,-0.133198,0.249681,-0.0221358,0.00268824,-0.0374585,-0.0271104,0.00337762,-0.0370703,0.105113,-0.0210258,1.00601,0.02745075
989,-0.0188205,-0.133194,0.249316,-0.0239022,0.000380379,-0.0365097,-0.0287507,0.00106132,-0.0361727,0.0929106,-0.0234302,1.00646,0.04336713
990,-0.0191237,-0.133102,0.248954,-0.0296051,0.00894804,-0.0353523,-0.0342967,0.00961645,-0.0348621,0.101355,-0.0234903,1.01842,0.05927251
991,-0.0194185,-0.133068,0.248605,-0.0297808,0.00339446,-0.0351989,-0.0344509,0.00407124,-0.0348153,0.0999513,-0.0140649,1.01434,0.075162855
992,-0.0197167,-0.132972,0.248255,-0.0297204,0.00955437,-0.0348905,-0.0343462,0.0102343,-0.0343874,0.0973171,-0.0154939,1.00212,0.091034135
993,-0.0199856,-0.132963,0.247936,-0.0267381,0.000968355,-0.0317754,-0.0309506,0.00159757,-0.0314693,0.0995886,-0.0169828,0.986935,0.106882324
994,-0.0202546,-0.132819,0.247633,-0.0268239,0.0142883,-0.0301491,-0.0308165,0.0148906,-0.029588,0.0973466,-0.0218653,0.998389,0.122703403
995,-0.0205451,-0.132706,0.247354,-0.0288981,0.0112713,-0.0277642,-0.0325718,0.0118343,-0.0272828,0.100748,-0.0250657,1.00476,0.138493358
996,-0.0208365,-0.132684,0.247094,-0.0289774,0.00219563,-0.0259242,-0.0324071,0.00273054,-0.025645,0.0957059,-0.0229791,0.993169,0.154248185
997,-0.0211905,-0.132605,0.24685,-0.0352455,0.00779981,-0.0242638,-0.0384535,0.00830767,-0.0238801,0.102398,-0.0347308,1.00503,0.169963886
998,-0.0215828,-0.132522,0.24662,-0.0390773,0.00828233,-0.0228548,-0.0420972,0.00876931,-0.0224704,0.10042,-0.0261631,1.00836,0.185636477
999,-0.0219663,-0.132373,0.246393,-0.0382174,0.0148657,-0.0226575,-0.0412079,0.0153554,-0.0221274,0.098668,-0.0146724,1.00626,0.201261981
1000,-0.0223021,-0.132287,0.246176,-0.0332962,0.00850008,-0.0215063,-0.0361329,0.00897337,-0.0211235,0.0964858,-0.0124201,0.986757,0.216836434
1001,-0.0225909,-0.132184,0.245964,-0.0288101,0.0102512,-0.0212056,-0.031605,0.0107234,-0.0207837,0.109095,-0.0106186,0.989065,0.232355888
1002,-0.0228354,-0.132187,0.24576,-0.0243326,-0.000302767,-0.0202504,-0.0270016,0.000155664,-0.0200754,0.0930384,-0.0114243,0.987126,0.247816405
1003,-0.0231064,-0.132143,0.245554,-0.0269017,0.00433647,-0.0204355,-0.0295942,0.00480335,-0.0201518,0.0952573,-0.0135334,0.994387,0.263214063
1004,-0.0234066,-0.132085,0.245346,-0.0299639,0.00580118,-0.0207878,-0.0327017,0.00628188,-0.0204653,0.0993045,-0.0150362,1.00437,0.278544957
1005,-0.0237488,-0.132006,0.245139,-0.033994,0.00782157,-0.0205621,-0.0367004,0.0083034,-0.0201917,0.0983375,-0.0191166,1.00862,0.293805198
1006,-0.0241092,-0.131926,0.244944,-0.0359014,0.00801787,-0.0193981,-0.038453,0.00847911,-0.0190307,0.0984831,-0.0146934,1.00231,0.308990916
1007,-0.0244813,-0.131763,0.244767,-0.0370975,0.0162346,-0.01768,-0.0394203,0.0166587,-0.0171241,0.0923225,-0.0180482,0.997205,0.324098259
1008,-0.0248371,-0.131613,0.244611,-0.0354409,0.0148743,-0.0155854,-0.0374862,0.0152535,-0.0150764,0.100248,-0.0215929,0.997923,0.339123394
1009,-0.0251557,-0.131583,0.244472,-0.0317194,0.00301706,-0.0138355,-0.0335346,0.0033611,-0.0136357,0.0994697,-0.0182663,0.98078,0.354062511
1010,-0.0255044,-0.131467,0.244358,-0.0343453,0.0114398,-0.0111615,-0.0358084,0.0117183,-0.0107699,0.102839,-0.0279126,0.997207,0.368911821
1011,-0.0258647,-0.131381,0.244267,-0.0360973,0.00855783,-0.00914716,-0.0372956,0.0087895,-0.00884397,0.0957703,-0.0229129,1.00671,0.383667556
1012,-0.0262649,-0.131272,0.244186,-0.0398586,0.0108631,-0.00809448,-0.0409182,0.0110701,-0.00773679,0.0982688,-0.023129,1.01418,0.398325974
1013,-0.0266352,-0.131177,0.244111,-0.0369991,0.00947817,-0.00744732,-0.0379733,0.00967144,-0.00712829,0.0956043,-0.0124119,1.01264,0.412883358
1014,-0.0269897,-0.131023,0.244044,-0.0354106,0.0154598,-0.00672771,-0.0362896,0.0156341,-0.00625041,0.103756,-0.010169,1.0086,0.427336013
1015,-0.0272923,-0.130975,0.243988,-0.0299066,0.0046924,-0.00555793,-0.0306324,0.00484103,-0.00538022,0.0958492,-0.0104019,0.992872,0.441680275
1016,-0.0275587,-0.130858,0.24395,-0.0265447,0.0116888,-0.00378983,-0.0270392,0.0117879,-0.00343392,0.0962626,-0.0116639,1.00086,0.455912506
1017,-0.0278295,-0.130748,0.24393,-0.0268614,0.0108865,-0.00198895,-0.0271208,0.0109371,-0.00166829,0.0992883,-0.0155606,1.01674,0.470029094
1018,-0.0281127,-0.130696,0.243906,-0.0282881,0.00524056,-0.00236716,-0.0285966,0.00530446,-0.00219874,0.0920632,-0.0177394,1.01287,0.48402646
1019,-0.028478,-0.130586,0.243896,-0.036269,0.0108738,-0.000970272,-0.0363954,0.0108968,-0.000651999,0.101943,-0.0279667,1.0199,0.497901054
1020,-0.0288918,-0.130475,0.243907,-0.0410578,0.0109732,0.00109129,-0.0409158,0.0109373,0.00139856,0.0970671,-0.0238472,1.02982,0.511649355
1021,-0.0293049,-0.130312,0.243928,-0.0412706,0.0163296,0.00203723,-0.0410059,0.0162634,0.00249756,0.095278,-0.0156082,1.02114,0.525267876
1022,-0.0296836,-0.130185,0.24396,-0.0376499,0.0126244,0.00324065,-0.0372292,0.0125235,0.00358649,0.0967957,-0.0129358,0.997242,0.538753164
1023,-0.0300305,-0.130021,0.244003,-0.0345606,0.0163057,0.00424128,-0.0340107,0.0161721,0.00469317,0.102098,-0.0185625,1.00911,0.552101797
1024,-0.0303742,-0.129925,0.244046,-0.0343177,0.00963315,0.00428772,-0.0337622,0.00949959,0.00454217,0.0911296,-0.0155076,1.00596,0.565310391
