Date,High,Low,Open,Close,Volume,Adj Close
2020-03-02,60.06999969482422,56.380001068115234,57.349998474121094,60.040000915527344,7553300.0,59.26368713378906
2020-03-03,60.959999084472656,56.34000015258789,59.599998474121094,56.93000030517578,5420700.0,56.19390106201172
2020-03-04,59.279998779296875,56.75,58.34000015258789,59.13999938964844,5143200.0,58.37532424926758
2020-03-05,59.560001373291016,56.779998779296875,56.880001068115234,57.709999084472656,4487400.0,56.96381378173828
2020-03-06,57.08000183105469,53.369998931884766,55.04999923706055,54.72999954223633,6009200.0,54.02234649658203
2020-03-09,50.650001525878906,47.31999969482422,49.560001373291016,47.400001525878906,6745200.0,46.78712463378906
2020-03-10,50.5,46.43000030517578,49.970001220703125,49.95000076293945,7447000.0,49.30414962768555
2020-03-11,47.959999084472656,44.189998626708984,47.81999969482422,45.13999938964844,7660600.0,44.55634307861328
2020-03-12,43.04999923706055,36.810001373291016,40.63999938964844,39.11000061035156,9630500.0,38.604312896728516
2020-03-13,43.130001068115234,38.380001068115234,42.810001373291016,41.81999969482422,8375000.0,41.27927017211914
2020-03-16,37.77000045776367,33.130001068115234,35.34000015258789,33.27000045776367,8872800.0,32.839820861816406
2020-03-17,37.0,31.0,34.22999954223633,34.04999923706055,10273500.0,33.609737396240234
2020-03-18,32.0,27.940000534057617,31.049999237060547,29.190000534057617,8865200.0,28.812576293945312
2020-03-19,32.529998779296875,27.399999618530273,29.200000762939453,31.34000015258789,6842400.0,30.934776306152344
2020-03-20,34.83000183105469,31.0,32.349998474121094,31.049999237060547,9269000.0,30.64852523803711
2020-03-23,35.0,30.200000762939453,32.09000015258789,34.369998931884766,10503800.0,33.92559814453125
2020-03-24,41.349998474121094,36.61000061035156,37.59000015258789,40.470001220703125,10365300.0,39.94672775268555
2020-03-25,45.40999984741211,38.939998626708984,40.79999923706055,41.630001068115234,9430300.0,41.09172821044922
2020-03-26,46.189998626708984,42.70000076293945,43.4900016784668,44.290000915527344,8747000.0,43.71733474731445
2020-03-27,43.68000030517578,40.56999969482422,42.36000061035156,42.25,6539200.0,41.703712463378906
2020-03-30,44.58000183105469,41.81999969482422,42.75,43.5099983215332,5753100.0,42.947418212890625
2020-03-31,44.130001068115234,41.06999969482422,43.099998474121094,41.619998931884766,6797300.0,41.08185577392578
2020-04-01,41.279998779296875,37.90999984741211,39.70000076293945,38.66999816894531,6616600.0,38.16999816894531
2020-04-02,40.689998626708984,37.43000030517578,38.560001373291016,38.400001525878906,5425100.0,38.400001525878906
2020-04-03,39.380001068115234,37.5,38.61000061035156,38.209999084472656,3422900.0,38.209999084472656
2020-04-06,43.68000030517578,40.63999938964844,40.63999938964844,43.310001373291016,6465800.0,43.310001373291016
2020-04-07,47.18000030517578,42.65999984741211,45.54999923706055,42.86000061035156,7256600.0,42.86000061035156
2020-04-08,45.91999816894531,43.5099983215332,43.7599983215332,45.34000015258789,4974300.0,45.34000015258789
2020-04-09,48.15999984741211,43.58000183105469,46.709999084472656,45.04999923706055,6497600.0,45.04999923706055
2020-04-13,44.810001373291016,42.810001373291016,44.27000045776367,43.7599983215332,5688600.0,43.7599983215332
2020-04-14,45.900001525878906,44.20000076293945,44.7599983215332,44.77000045776367,5780500.0,44.77000045776367
2020-04-15,43.59000015258789,41.79999923706055,43.150001525878906,42.650001525878906,5064100.0,42.650001525878906
2020-04-16,43.0,40.400001525878906,42.790000915527344,41.08000183105469,6075300.0,41.08000183105469
2020-04-17,43.15999984741211,41.65999984741211,43.13999938964844,42.31999969482422,5856700.0,42.31999969482422
2020-04-20,41.58000183105469,39.4900016784668,41.58000183105469,39.54999923706055,7781400.0,39.54999923706055
2020-04-21,38.9900016784668,37.689998626708984,38.560001373291016,37.83000183105469,6168100.0,37.83000183105469
2020-04-22,40.349998474121094,38.900001525878906,39.209999084472656,39.93000030517578,4630100.0,39.93000030517578
2020-04-23,40.630001068115234,39.0099983215332,40.060001373291016,39.38999938964844,5167500.0,39.38999938964844
2020-04-24,40.90999984741211,39.040000915527344,39.66999816894531,40.689998626708984,4208000.0,40.689998626708984
2020-04-27,43.25,41.209999084472656,41.290000915527344,43.09000015258789,4864800.0,43.09000015258789
2020-04-28,45.040000915527344,43.310001373291016,44.31999969482422,44.70000076293945,6040300.0,44.70000076293945
2020-04-29,48.83000183105469,45.290000915527344,46.0,47.72999954223633,8785600.0,47.72999954223633
2020-04-30,47.220001220703125,45.209999084472656,47.150001525878906,46.08000183105469,9183700.0,46.08000183105469
2020-05-01,41.439998626708984,38.41999816894531,40.5,40.47999954223633,25139100.0,40.47999954223633
2020-05-04,40.630001068115234,38.849998474121094,39.95000076293945,39.66999816894531,8890800.0,39.66999816894531
2020-05-05,41.95000076293945,40.13999938964844,40.52000045776367,40.34000015258789,6205900.0,40.34000015258789
2020-05-06,41.7400016784668,40.290000915527344,40.779998779296875,40.630001068115234,3930200.0,40.630001068115234
2020-05-07,42.08000183105469,41.060001373291016,41.43000030517578,41.849998474121094,4432500.0,41.849998474121094
2020-05-08,44.29999923706055,42.619998931884766,42.650001525878906,44.20000076293945,4858900.0,44.20000076293945
2020-05-11,43.33000183105469,41.849998474121094,43.33000183105469,42.38999938964844,5175000.0,42.38999938964844
2020-05-12,43.04999923706055,40.970001220703125,42.939998626708984,40.97999954223633,5158900.0,40.97999954223633
2020-05-13,40.970001220703125,38.84000015258789,40.79999923706055,39.25,6359100.0,39.25
2020-05-14,40.400001525878906,37.650001525878906,38.61000061035156,40.34000015258789,5743900.0,40.34000015258789
2020-05-15,39.810001373291016,38.599998474121094,39.040000915527344,39.209999084472656,5521700.0,39.209999084472656
2020-05-18,42.52000045776367,40.70000076293945,40.810001373291016,42.380001068115234,6082000.0,42.380001068115234
2020-05-19,42.95000076293945,41.5099983215332,42.29999923706055,41.7400016784668,4186700.0,41.7400016784668
2020-05-20,44.25,42.38999938964844,43.099998474121094,42.97999954223633,5737900.0,42.97999954223633
2020-05-21,43.349998474121094,41.95000076293945,42.709999084472656,42.689998626708984,4296700.0,42.689998626708984
2020-05-22,42.88999938964844,41.90999984741211,42.880001068115234,42.41999816894531,3430300.0,42.41999816894531
2020-05-26,45.790000915527344,43.869998931884766,44.36000061035156,45.06999969482422,5612600.0,45.06999969482422
2020-05-27,46.310001373291016,43.15999984741211,45.5,46.0099983215332,8902100.0,46.0099983215332
2020-05-28,45.560001373291016,43.47999954223633,45.459999084472656,43.619998931884766,4314300.0,43.619998931884766
2020-05-29,44.540000915527344,42.7599983215332,43.720001220703125,44.369998931884766,5368100.0,44.369998931884766
2020-06-01,43.779998779296875,42.779998779296875,43.400001525878906,43.08000183105469,4657700.0,43.08000183105469
2020-06-02,44.04999923706055,42.880001068115234,43.15999984741211,44.0,4428800.0,44.0
2020-06-03,45.810001373291016,44.689998626708984,45.04999923706055,45.439998626708984,4904000.0,45.439998626708984
2020-06-04,46.68000030517578,44.470001220703125,45.0,45.97999954223633,6973000.0,45.97999954223633
2020-06-05,49.880001068115234,47.40999984741211,48.189998626708984,48.459999084472656,7708200.0,48.459999084472656
2020-06-08,49.52000045776367,47.560001373291016,49.45000076293945,48.529998779296875,5376700.0,48.529998779296875
2020-06-09,48.119998931884766,46.880001068115234,47.38999938964844,47.83000183105469,4124000.0,47.83000183105469
2020-06-10,48.0,46.34000015258789,47.880001068115234,46.849998474121094,4894500.0,46.849998474121094
2020-06-11,44.66999816894531,42.33000183105469,44.619998931884766,42.349998474121094,8163900.0,42.349998474121094
2020-06-12,44.66999816894531,41.77000045776367,43.939998626708984,42.95000076293945,5662200.0,42.95000076293945
2020-06-15,43.18000030517578,40.77000045776367,41.459999084472656,42.93000030517578,5776800.0,42.93000030517578
2020-06-16,46.11000061035156,43.630001068115234,45.15999984741211,44.470001220703125,5664900.0,44.470001220703125
2020-06-17,44.869998931884766,43.5099983215332,44.869998931884766,43.709999084472656,3987100.0,43.709999084472656
2020-06-18,43.52000045776367,42.470001220703125,43.279998779296875,42.81999969482422,3975900.0,42.81999969482422
2020-06-19,45.02000045776367,43.20000076293945,43.41999816894531,44.38999938964844,14291200.0,44.38999938964844
2020-06-22,45.540000915527344,43.75,45.5099983215332,45.11000061035156,5926700.0,45.11000061035156
2020-06-23,45.4900016784668,43.29999923706055,45.36000061035156,43.5099983215332,5662800.0,43.5099983215332
